variant,agent,session_id,turn_idx,row_ts,observed_latency_ms,prompt_len,chosen,confidence,fallback,path,n_tokens_est,expected_out_tokens,projected_cost_usd,projected_latency_ms,tool_required,has_url,code_fence_count,scores_json
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,13,2026-04-18T02:02:54.614906,2.8,23,gemma4,0.726,False,scored,5,10,0.0,0.8,False,False,0,"{""claude"": 0.2589, ""gemini"": 0.5602, ""gemma4"": 0.726}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,15,2026-04-18T02:02:54.614906,2.8,1,gemma4,0.8504,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.3028, ""gemini"": 0.3958, ""gemma4"": 0.8504}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,17,2026-04-18T02:02:54.614906,2.8,1,gemma4,0.8504,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.3028, ""gemini"": 0.3958, ""gemma4"": 0.8504}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,19,2026-04-18T02:02:54.614906,2.8,28,gemma4,0.7722,False,scored,7,14,0.0,1.12,False,False,0,"{""claude"": 0.5707, ""gemini"": 0.2004, ""gemma4"": 0.7722}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,21,2026-04-18T02:02:54.614906,2.8,28,gemma4,0.7722,False,scored,7,14,0.0,1.12,False,False,0,"{""claude"": 0.5707, ""gemini"": 0.2004, ""gemma4"": 0.7722}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,23,2026-04-18T02:02:54.614906,2.8,83,gemma4,0.6923,True,scored,20,40,0.0,3.2,False,False,0,"{""claude"": 0.1254, ""gemini"": 0.7129, ""gemma4"": 0.6923}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,25,2026-04-18T02:02:54.614906,2.8,83,gemma4,0.6923,True,scored,20,40,0.0,3.2,False,False,0,"{""claude"": 0.1254, ""gemini"": 0.7129, ""gemma4"": 0.6923}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,27,2026-04-18T02:02:54.614906,2.8,52,gemma4,0.6767,True,scored,13,26,0.0,2.08,False,False,0,"{""claude"": 0.725, ""gemini"": 0.1357, ""gemma4"": 0.6767}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,29,2026-04-18T02:02:54.614906,2.8,52,gemma4,0.6767,True,scored,13,26,0.0,2.08,False,False,0,"{""claude"": 0.725, ""gemini"": 0.1357, ""gemma4"": 0.6767}"
cost_heavy,claude_code,claude_code:da1e8087-8de0-4ac6-a4d7-fba837409244,31,2026-04-18T02:02:54.614906,2.8,40,gemma4,0.7326,False,scored,10,20,0.0,1.6,False,False,0,"{""claude"": 0.2811, ""gemini"": 0.5266, ""gemma4"": 0.7326}"
cost_heavy,claude_code,claude_code:2cf05db1-510d-46c3-9460-4ebece4856b7,0,2026-04-18T02:03:23.627355,5.24,829,gemini,0.9453,False,scored,207,414,0.0010971,144.9,False,True,0,"{""claude"": 0.0504, ""gemini"": 0.9453, ""gemma4"": 0.003}"
cost_heavy,claude_code,claude_code:2cf05db1-510d-46c3-9460-4ebece4856b7,1,2026-04-18T02:03:23.627355,5.24,829,gemini,0.9953,False,scored,207,414,0.0010971,144.9,False,True,0,"{""claude"": 0.0504, ""gemini"": 0.9953, ""gemma4"": 0.003}"
cost_heavy,claude_code,claude_code:2cf05db1-510d-46c3-9460-4ebece4856b7,3,2026-04-18T02:03:23.627355,5.24,73,claude,0.8115,False,scored,18,36,0.000594,21.599999999999998,False,False,0,"{""claude"": 0.8115, ""gemini"": 0.178, ""gemma4"": 0.543}"
cost_heavy,claude_code,claude_code:2cf05db1-510d-46c3-9460-4ebece4856b7,5,2026-04-18T02:03:23.627355,5.24,73,claude,0.8615,False,scored,18,36,0.000594,21.599999999999998,False,False,0,"{""claude"": 0.8615, ""gemini"": 0.128, ""gemma4"": 0.543}"
cost_heavy,claude_code,claude_code:2cf05db1-510d-46c3-9460-4ebece4856b7,7,2026-04-18T02:03:23.627355,5.24,293,gemini,0.8753,False,scored,73,146,0.00038689999999999997,51.099999999999994,False,False,0,"{""claude"": 0.0647, ""gemini"": 0.8753, ""gemma4"": 0.5391}"
cost_heavy,claude_code,claude_code:b44c9be5-3904-4d00-aa7d-ac083c045f24,0,2026-04-18T02:03:57.158129,1.05,29,claude,0.6402,False,scored,7,14,0.000231,8.4,False,False,0,"{""claude"": 0.6402, ""gemini"": 0.2745, ""gemma4"": 0.5785}"
cost_heavy,claude_code,claude_code:b44c9be5-3904-4d00-aa7d-ac083c045f24,1,2026-04-18T02:03:57.158129,1.05,29,claude,0.6902,False,scored,7,14,0.000231,8.4,False,False,0,"{""claude"": 0.6902, ""gemini"": 0.2745, ""gemma4"": 0.5785}"
cost_heavy,claude_code,claude_code:b44c9be5-3904-4d00-aa7d-ac083c045f24,3,2026-04-18T02:03:57.158129,1.05,10,gemini,0.9283,False,scored,2,4,1.06e-05,1.4000000000000001,False,False,0,"{""claude"": 0.0786, ""gemini"": 0.9283, ""gemma4"": 0.5412}"
cost_heavy,claude_code,claude_code:b44c9be5-3904-4d00-aa7d-ac083c045f24,5,2026-04-18T02:03:57.158129,1.05,10,gemini,0.9783,False,scored,2,4,1.06e-05,1.4000000000000001,False,False,0,"{""claude"": 0.0286, ""gemini"": 0.9783, ""gemma4"": 0.5412}"
cost_heavy,claude_code,claude_code:b44c9be5-3904-4d00-aa7d-ac083c045f24,7,2026-04-18T02:03:57.158129,1.05,3,gemma4,0.782,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.1939, ""gemini"": 0.5732, ""gemma4"": 0.782}"
cost_heavy,claude_code,claude_code:b44c9be5-3904-4d00-aa7d-ac083c045f24,9,2026-04-18T02:03:57.158129,1.05,3,gemma4,0.832,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.1939, ""gemini"": 0.5232, ""gemma4"": 0.832}"
cost_heavy,claude_code,claude_code:7a29649e-1a7a-4dc6-a9fa-2614a985c9c7,0,2026-04-18T02:04:24.069557,8.9,45,claude,0.7374,False,scored,11,22,0.000363,13.2,False,False,0,"{""claude"": 0.7374, ""gemini"": 0.2232, ""gemma4"": 0.5287}"
cost_heavy,claude_code,claude_code:7a29649e-1a7a-4dc6-a9fa-2614a985c9c7,2,2026-04-18T02:04:24.069557,8.9,13198,claude,0.5704,False,scored,3299,1024,0.025257,614.4,True,True,3,"{""claude"": 0.5704, ""gemini"": 0.356, ""gemma4"": 0.042}"
cost_heavy,claude_code,claude_code:7a29649e-1a7a-4dc6-a9fa-2614a985c9c7,4,2026-04-18T02:04:24.069557,8.9,14981,gemini,0.8555,False,scored,3745,1024,0.0036835,358.40000000000003,True,True,0,"{""claude"": 0.0848, ""gemini"": 0.8555, ""gemma4"": -0.0014}"
cost_heavy,claude_code,claude_code:7a29649e-1a7a-4dc6-a9fa-2614a985c9c7,6,2026-04-18T02:04:24.069557,8.9,13,gemma4,0.8361,False,scored,3,6,0.0,0.48,False,False,0,"{""claude"": 0.1498, ""gemini"": 0.5612, ""gemma4"": 0.8361}"
cost_heavy,claude_code,claude_code:7a29649e-1a7a-4dc6-a9fa-2614a985c9c7,8,2026-04-18T02:04:24.069557,8.9,13,gemma4,0.8861,False,scored,3,6,0.0,0.48,False,False,0,"{""claude"": 0.1498, ""gemini"": 0.5112, ""gemma4"": 0.8861}"
cost_heavy,claude_code,claude_code:7a29649e-1a7a-4dc6-a9fa-2614a985c9c7,10,2026-04-18T02:04:24.069557,8.9,1,gemma4,0.9534,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.1664, ""gemini"": 0.4292, ""gemma4"": 0.9534}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T02:09:36.120316,0.54,2328,claude,0.8062,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.8062, ""gemini"": 0.0873, ""gemma4"": 0.0042}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T02:46:25.665593,0.3,2328,claude,0.8562,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.8562, ""gemini"": 0.0873, ""gemma4"": 0.0042}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T02:46:25.665593,0.3,33,claude,0.7991,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7991, ""gemini"": 0.1754, ""gemma4"": 0.5678}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T02:46:25.665593,0.3,346,gemini,0.9026,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0417, ""gemini"": 0.9026, ""gemma4"": 0.5222}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T02:46:25.665593,0.3,49,claude,0.8057,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8057, ""gemini"": 0.1592, ""gemma4"": 0.5734}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T02:46:25.665593,0.3,25,gemini,0.6232,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.406, ""gemini"": 0.6232, ""gemma4"": 0.5149}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T02:46:25.665593,0.3,23,claude,0.8018,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.8018, ""gemini"": 0.2206, ""gemma4"": 0.5228}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T02:46:25.665593,0.3,36,claude,0.8899,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8899, ""gemini"": 0.1243, ""gemma4"": 0.5271}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T02:46:25.665593,0.3,27,gemma4,0.6708,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6762, ""gemini"": 0.1971, ""gemma4"": 0.6708}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T02:46:25.665593,0.3,230,claude,0.7346,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7346, ""gemini"": 0.3695, ""gemma4"": 0.5906}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:16:01.735037,0.39,2328,claude,0.8562,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.8562, ""gemini"": 0.0873, ""gemma4"": 0.0042}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:16:01.735037,0.39,33,claude,0.7991,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7991, ""gemini"": 0.1754, ""gemma4"": 0.5678}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:16:01.735037,0.39,346,gemini,0.9026,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0417, ""gemini"": 0.9026, ""gemma4"": 0.5222}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:16:01.735037,0.39,49,claude,0.8057,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8057, ""gemini"": 0.1592, ""gemma4"": 0.5734}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:16:01.735037,0.39,25,gemini,0.6232,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.406, ""gemini"": 0.6232, ""gemma4"": 0.5149}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:16:01.735037,0.39,23,claude,0.8018,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.8018, ""gemini"": 0.2206, ""gemma4"": 0.5228}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:16:01.735037,0.39,36,claude,0.8899,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8899, ""gemini"": 0.1243, ""gemma4"": 0.5271}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:16:01.735037,0.39,27,gemma4,0.6708,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6762, ""gemini"": 0.1971, ""gemma4"": 0.6708}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:16:01.735037,0.39,230,claude,0.7346,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7346, ""gemini"": 0.3695, ""gemma4"": 0.5906}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:16:01.735037,0.39,89,gemma4,0.5276,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.5001, ""gemini"": 0.5009, ""gemma4"": 0.5276}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:16:01.735037,0.39,561,gemini,0.8995,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0675, ""gemini"": 0.8995, ""gemma4"": 0.5819}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:16:23.427025,0.39,2328,claude,0.8062,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.8062, ""gemini"": 0.1373, ""gemma4"": 0.0042}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:16:23.427025,0.39,33,claude,0.7991,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7991, ""gemini"": 0.1754, ""gemma4"": 0.5678}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:16:23.427025,0.39,346,gemini,0.9026,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0417, ""gemini"": 0.9026, ""gemma4"": 0.5222}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:16:23.427025,0.39,49,claude,0.8057,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8057, ""gemini"": 0.1592, ""gemma4"": 0.5734}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:16:23.427025,0.39,25,gemini,0.6232,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.406, ""gemini"": 0.6232, ""gemma4"": 0.5149}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:16:23.427025,0.39,23,claude,0.8018,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.8018, ""gemini"": 0.2206, ""gemma4"": 0.5228}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:16:23.427025,0.39,36,claude,0.8899,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8899, ""gemini"": 0.1243, ""gemma4"": 0.5271}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:16:23.427025,0.39,27,gemma4,0.6708,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6762, ""gemini"": 0.1971, ""gemma4"": 0.6708}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:16:23.427025,0.39,230,claude,0.7346,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7346, ""gemini"": 0.3695, ""gemma4"": 0.5906}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:16:23.427025,0.39,89,gemma4,0.5276,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.5001, ""gemini"": 0.5009, ""gemma4"": 0.5276}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:16:23.427025,0.39,561,gemini,0.8995,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0675, ""gemini"": 0.8995, ""gemma4"": 0.5819}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:17:08.245893,0.39,2328,claude,0.8062,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.8062, ""gemini"": 0.1373, ""gemma4"": 0.0042}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:17:08.245893,0.39,33,claude,0.7991,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7991, ""gemini"": 0.1754, ""gemma4"": 0.5678}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:17:08.245893,0.39,346,gemini,0.9026,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0417, ""gemini"": 0.9026, ""gemma4"": 0.5222}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:17:08.245893,0.39,49,claude,0.8057,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8057, ""gemini"": 0.1592, ""gemma4"": 0.5734}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:17:08.245893,0.39,25,gemini,0.6232,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.406, ""gemini"": 0.6232, ""gemma4"": 0.5149}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:17:08.245893,0.39,23,claude,0.8018,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.8018, ""gemini"": 0.2206, ""gemma4"": 0.5228}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:17:08.245893,0.39,36,claude,0.8899,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8899, ""gemini"": 0.1243, ""gemma4"": 0.5271}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:17:08.245893,0.39,27,gemma4,0.6708,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6762, ""gemini"": 0.1971, ""gemma4"": 0.6708}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:17:08.245893,0.39,230,claude,0.7346,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7346, ""gemini"": 0.3695, ""gemma4"": 0.5906}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:17:08.245893,0.39,89,gemma4,0.5276,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.5001, ""gemini"": 0.5009, ""gemma4"": 0.5276}"
cost_heavy,gemini_cli,gemini_cli:f0721add-e7b7-44a0-8120-e4aff6035fe8,20,2026-04-15T04:17:08.245893,0.39,561,gemini,0.8995,False,scored,140,280,0.000742,98.00000000000001,False,False,0,"{""claude"": -0.0675, ""gemini"": 0.8995, ""gemma4"": 0.5819}"
cost_heavy,jetski,jetski:default_session,0,2026-04-15T01:51:05.397323,1.9,5,gemma4,1.2619,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0721, ""gemini"": 0.165, ""gemma4"": 1.2619}"
cost_heavy,jetski,jetski:default_session,0,2026-04-15T02:09:37.141614,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0721, ""gemini"": 0.165, ""gemma4"": 1.3119}"
cost_heavy,jetski,jetski:default_session,0,2026-04-15T02:46:26.379948,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0721, ""gemini"": 0.165, ""gemma4"": 1.3119}"
cost_heavy,jetski,jetski:default_session,0,2026-04-15T04:16:03.484011,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0721, ""gemini"": 0.165, ""gemma4"": 1.3119}"
cost_heavy,jetski,jetski:default_session,0,2026-04-15T04:16:23.765506,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0721, ""gemini"": 0.165, ""gemma4"": 1.3119}"
cost_heavy,jetski,jetski:default_session,0,2026-04-15T04:17:08.726120,1.9,5,gemma4,1.3119,False,scored,1,2,0.0,0.16,False,False,0,"{""claude"": 0.0721, ""gemini"": 0.165, ""gemma4"": 1.3119}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T02:09:37.772740,0.37,2328,claude,0.8062,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.8062, ""gemini"": 0.0873, ""gemma4"": 0.0042}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T02:46:26.624770,0.34,2328,claude,0.8562,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.8562, ""gemini"": 0.0873, ""gemma4"": 0.0042}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T02:46:26.624770,0.34,33,claude,0.7991,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7991, ""gemini"": 0.1754, ""gemma4"": 0.5678}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T02:46:26.624770,0.34,346,gemini,0.9026,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0417, ""gemini"": 0.9026, ""gemma4"": 0.5222}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T02:46:26.624770,0.34,49,claude,0.8057,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8057, ""gemini"": 0.1592, ""gemma4"": 0.5734}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T02:46:26.624770,0.34,25,gemini,0.6232,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.406, ""gemini"": 0.6232, ""gemma4"": 0.5149}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T02:46:26.624770,0.34,23,claude,0.8018,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.8018, ""gemini"": 0.2206, ""gemma4"": 0.5228}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T02:46:26.624770,0.34,36,claude,0.8899,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8899, ""gemini"": 0.1243, ""gemma4"": 0.5271}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T02:46:26.624770,0.34,27,gemma4,0.6708,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6762, ""gemini"": 0.1971, ""gemma4"": 0.6708}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T02:46:26.624770,0.34,230,claude,0.7346,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7346, ""gemini"": 0.3695, ""gemma4"": 0.5906}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,0,2026-04-15T04:16:03.882487,7.98,2328,claude,0.8562,False,scored,582,1024,0.017106,614.4,True,False,0,"{""claude"": 0.8562, ""gemini"": 0.0873, ""gemma4"": 0.0042}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,2,2026-04-15T04:16:03.882487,7.98,33,claude,0.7991,False,scored,8,16,0.000264,9.6,False,False,0,"{""claude"": 0.7991, ""gemini"": 0.1754, ""gemma4"": 0.5678}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,4,2026-04-15T04:16:03.882487,7.98,346,gemini,0.9026,False,scored,86,172,0.0004558,60.199999999999996,False,False,0,"{""claude"": 0.0417, ""gemini"": 0.9026, ""gemma4"": 0.5222}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,6,2026-04-15T04:16:03.882487,7.98,49,claude,0.8057,False,scored,12,24,0.000396,14.4,False,False,0,"{""claude"": 0.8057, ""gemini"": 0.1592, ""gemma4"": 0.5734}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,8,2026-04-15T04:16:03.882487,7.98,25,gemini,0.6232,False,scored,6,12,3.18e-05,4.2,False,False,0,"{""claude"": 0.406, ""gemini"": 0.6232, ""gemma4"": 0.5149}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,10,2026-04-15T04:16:03.882487,7.98,23,claude,0.8018,False,scored,5,10,0.000165,6.0,False,False,0,"{""claude"": 0.8018, ""gemini"": 0.2206, ""gemma4"": 0.5228}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,12,2026-04-15T04:16:03.882487,7.98,36,claude,0.8899,False,scored,9,18,0.000297,10.799999999999999,False,False,0,"{""claude"": 0.8899, ""gemini"": 0.1243, ""gemma4"": 0.5271}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,14,2026-04-15T04:16:03.882487,7.98,27,gemma4,0.6708,True,scored,6,12,0.0,0.96,False,False,0,"{""claude"": 0.6762, ""gemini"": 0.1971, ""gemma4"": 0.6708}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,16,2026-04-15T04:16:03.882487,7.98,230,claude,0.7346,False,scored,57,114,0.001881,68.4,False,True,0,"{""claude"": 0.7346, ""gemini"": 0.3695, ""gemma4"": 0.5906}"
cost_heavy,jetski,jetski:f0721add-e7b7-44a0-8120-e4aff6035fe8,18,2026-04-15T04:16:03.882487,7.98,89,gemma4,0.5276,True,scored,22,44,0.0,3.5199999999999996,False,False,0,"{""claude"": 0.5001, ""gemini"": 0.5009, ""gemma4"": 0.5276}"
